grid_id,location_name,state,latitude,longitude,date,soil_moisture_percent,depth_cm
GRID_27.33_88.61,East Sikkim (Gangtok),Sikkim,27.33,88.61,2024-06-04,41.28,15
GRID_27.33_88.61,East Sikkim (Gangtok),Sikkim,27.33,88.61,2024-06-05,41.48,15
GRID_27.33_88.61,East Sikkim (Gangtok),Sikkim,27.33,88.61,2024-06-06,40.0,15
GRID_27.33_88.61,East Sikkim (Gangtok),Sikkim,27.33,88.61,2024-06-07,42.02,15
GRID_27.33_88.61,East Sikkim (Gangtok),Sikkim,27.33,88.61,2024-06-08,40.84,15
GRID_27.33_88.61,East Sikkim (Gangtok),Sikkim,27.33,88.61,2024-06-09,41.3,15
GRID_27.33_88.61,East Sikkim (Gangtok),Sikkim,27.33,88.61,2024-06-10,42.46,15
GRID_27.33_88.61,East Sikkim (Gangtok),Sikkim,27.33,88.61,2024-06-11,42.36,15
GRID_27.33_88.61,East Sikkim (Gangtok),Sikkim,27.33,88.61,2024-06-12,42.24,15
GRID_27.33_88.61,East Sikkim (Gangtok),Sikkim,27.33,88.61,2024-06-13,41.78,15
GRID_27.33_88.61,East Sikkim (Gangtok),Sikkim,27.33,88.61,2024-06-14,42.12,15
GRID_27.33_88.61,East Sikkim (Gangtok),Sikkim,27.33,88.61,2024-06-15,41.82,15
GRID_27.15_88.50,Singtam Corridor,Sikkim,27.15,88.5,2024-06-01,34.48,15
GRID_27.15_88.50,Singtam Corridor,Sikkim,27.15,88.5,2024-06-02,33.68,15
GRID_27.15_88.50,Singtam Corridor,Sikkim,27.15,88.5,2024-06-03,38.98,15
GRID_27.15_88.50,Singtam Corridor,Sikkim,27.15,88.5,2024-06-04,39.76,15
GRID_27.15_88.50,Singtam Corridor,Sikkim,27.15,88.5,2024-06-05,39.92,15
GRID_27.15_88.50,Singtam Corridor,Sikkim,27.15,88.5,2024-06-06,38.36,15
GRID_27.15_88.50,Singtam Corridor,Sikkim,27.15,88.5,2024-06-07,38.92,15
GRID_27.15_88.50,Singtam Corridor,Sikkim,27.15,88.5,2024-06-08,38.86,15
GRID_27.15_88.50,Singtam Corridor,Sikkim,27.15,88.5,2024-06-09,39.3,15
GRID_27.15_88.50,Singtam Corridor,Sikkim,27.15,88.5,2024-06-10,39.42,15
GRID_27.15_88.50,Singtam Corridor,Sikkim,27.15,88.5,2024-06-11,40.26,15
GRID_27.15_88.50,Singtam Corridor,Sikkim,27.15,88.5,2024-06-12,41.36,15
GRID_27.15_88.50,Singtam Corridor,Sikkim,27.15,88.5,2024-06-13,41.62,15
GRID_27.15_88.50,Singtam Corridor,Sikkim,27.15,88.5,2024-06-14,42.3,15
GRID_27.15_88.50,Singtam Corridor,Sikkim,27.15,88.5,2024-06-15,42.18,15
GRID_25.67_94.11,Kohima Ridge,Nagaland,25.67,94.11,2024-06-01,49.68,15
GRID_25.67_94.11,Kohima Ridge,Nagaland,25.67,94.11,2024-06-02,49.12,15
GRID_25.67_94.11,Kohima Ridge,Nagaland,25.67,94.11,2024-06-03,49.28,15
GRID_25.67_94.11,Kohima Ridge,Nagaland,25.67,94.11,2024-06-04,49.9,15
GRID_25.67_94.11,Kohima Ridge,Nagaland,25.67,94.11,2024-06-05,50.16,15
GRID_25.67_94.11,Kohima Ridge,Nagaland,25.67,94.11,2024-06-06,48.46,15
GRID_25.67_94.11,Kohima Ridge,Nagaland,25.67,94.11,2024-06-07,49.78,15
GRID_25.67_94.11,Kohima Ridge,Nagaland,25.67,94.11,2024-06-08,49.5,15
GRID_25.67_94.11,Kohima Ridge,Nagaland,25.67,94.11,2024-06-09,49.14,15
GRID_25.67_94.11,Kohima Ridge,Nagaland,25.67,94.11,2024-06-10,50.02,15
GRID_25.67_94.11,Kohima Ridge,Nagaland,25.67,94.11,2024-06-11,50.72,15
GRID_25.67_94.11,Kohima Ridge,Nagaland,25.67,94.11,2024-06-12,50.42,15
GRID_25.67_94.11,Kohima Ridge,Nagaland,25.67,94.11,2024-06-13,50.68,15
GRID_25.67_94.11,Kohima Ridge,Nagaland,25.67,94.11,2024-06-14,50.42,15
GRID_25.67_94.11,Kohima Ridge,Nagaland,25.67,94.11,2024-06-15,50.82,15
GRID_23.73_92.71,Aizawl Slope,Mizoram,23.73,92.71,2024-06-01,39.36,15
GRID_23.73_92.71,Aizawl Slope,Mizoram,23.73,92.71,2024-06-02,37.0,15
GRID_23.73_92.71,Aizawl Slope,Mizoram,23.73,92.71,2024-06-03,36.6,15
GRID_23.73_92.71,Aizawl Slope,Mizoram,23.73,92.71,2024-06-04,36.62,15
GRID_23.73_92.71,Aizawl Slope,Mizoram,23.73,92.71,2024-06-05,35.3,15
GRID_23.73_92.71,Aizawl Slope,Mizoram,23.73,92.71,2024-06-06,34.14,15
GRID_23.73_92.71,Aizawl Slope,Mizoram,23.73,92.71,2024-06-07,35.58,15
GRID_23.73_92.71,Aizawl Slope,Mizoram,23.73,92.71,2024-06-08,36.4,15
GRID_23.73_92.71,Aizawl Slope,Mizoram,23.73,92.71,2024-06-09,34.2,15
GRID_23.73_92.71,Aizawl Slope,Mizoram,23.73,92.71,2024-06-10,34.82,15
GRID_23.73_92.71,Aizawl Slope,Mizoram,23.73,92.71,2024-06-11,33.44,15
GRID_23.73_92.71,Aizawl Slope,Mizoram,23.73,92.71,2024-06-12,34.22,15
GRID_23.73_92.71,Aizawl Slope,Mizoram,23.73,92.71,2024-06-13,32.96,15
GRID_23.73_92.71,Aizawl Slope,Mizoram,23.73,92.71,2024-06-14,33.28,15
GRID_23.73_92.71,Aizawl Slope,Mizoram,23.73,92.71,2024-06-15,32.92,15
GRID_25.16_93.01,Dima Hasao (Haflong),Assam,25.16,93.01,2024-06-01,48.58,15
GRID_25.16_93.01,Dima Hasao (Haflong),Assam,25.16,93.01,2024-06-02,47.42,15
GRID_25.16_93.01,Dima Hasao (Haflong),Assam,25.16,93.01,2024-06-03,47.36,15
GRID_25.16_93.01,Dima Hasao (Haflong),Assam,25.16,93.01,2024-06-04,48.0,15
GRID_25.16_93.01,Dima Hasao (Haflong),Assam,25.16,93.01,2024-06-05,48.1,15
GRID_25.16_93.01,Dima Hasao (Haflong),Assam,25.16,93.01,2024-06-06,47.14,15
GRID_25.16_93.01,Dima Hasao (Haflong),Assam,25.16,93.01,2024-06-07,45.88,15
GRID_25.16_93.01,Dima Hasao (Haflong),Assam,25.16,93.01,2024-06-08,45.54,15
GRID_25.16_93.01,Dima Hasao (Haflong),Assam,25.16,93.01,2024-06-09,47.84,15
GRID_25.16_93.01,Dima Hasao (Haflong),Assam,25.16,93.01,2024-06-10,46.54,15
GRID_25.16_93.01,Dima Hasao (Haflong),Assam,25.16,93.01,2024-06-11,45.38,15
GRID_25.16_93.01,Dima Hasao (Haflong),Assam,25.16,93.01,2024-06-12,47.26,15
GRID_25.16_93.01,Dima Hasao (Haflong),Assam,25.16,93.01,2024-06-13,46.2,15
GRID_25.16_93.01,Dima Hasao (Haflong),Assam,25.16,93.01,2024-06-14,47.14,15
GRID_25.16_93.01,Dima Hasao (Haflong),Assam,25.16,93.01,2024-06-15,49.86,15
GRID_26.17_91.81,Kamrup Metro (Guwahati),Assam,26.17,91.81,2024-06-01,48.42,15
GRID_26.17_91.81,Kamrup Metro (Guwahati),Assam,26.17,91.81,2024-06-02,49.58,15
GRID_26.17_91.81,Kamrup Metro (Guwahati),Assam,26.17,91.81,2024-06-03,49.7,15
GRID_26.17_91.81,Kamrup Metro (Guwahati),Assam,26.17,91.81,2024-06-04,49.92,15
GRID_26.17_91.81,Kamrup Metro (Guwahati),Assam,26.17,91.81,2024-06-05,49.42,15
GRID_26.17_91.81,Kamrup Metro (Guwahati),Assam,26.17,91.81,2024-06-06,48.4,15
GRID_26.17_91.81,Kamrup Metro (Guwahati),Assam,26.17,91.81,2024-06-07,45.54,15
GRID_26.17_91.81,Kamrup Metro (Guwahati),Assam,26.17,91.81,2024-06-08,45.72,15
GRID_26.17_91.81,Kamrup Metro (Guwahati),Assam,26.17,91.81,2024-06-09,46.54,15
GRID_26.17_91.81,Kamrup Metro (Guwahati),Assam,26.17,91.81,2024-06-10,47.06,15
GRID_26.17_91.81,Kamrup Metro (Guwahati),Assam,26.17,91.81,2024-06-11,47.04,15
GRID_26.17_91.81,Kamrup Metro (Guwahati),Assam,26.17,91.81,2024-06-12,47.16,15
GRID_26.17_91.81,Kamrup Metro (Guwahati),Assam,26.17,91.81,2024-06-13,49.94,15
GRID_26.17_91.81,Kamrup Metro (Guwahati),Assam,26.17,91.81,2024-06-14,49.3,15
GRID_26.17_91.81,Kamrup Metro (Guwahati),Assam,26.17,91.81,2024-06-15,51.0,15
GRID_24.81_93.93,Imphal East Corridor,Manipur,24.81,93.93,2024-06-01,46.2,15
GRID_24.81_93.93,Imphal East Corridor,Manipur,24.81,93.93,2024-06-02,43.88,15
GRID_24.81_93.93,Imphal East Corridor,Manipur,24.81,93.93,2024-06-03,42.22,15
GRID_24.81_93.93,Imphal East Corridor,Manipur,24.81,93.93,2024-06-04,43.94,15
GRID_24.81_93.93,Imphal East Corridor,Manipur,24.81,93.93,2024-06-05,41.94,15
GRID_24.81_93.93,Imphal East Corridor,Manipur,24.81,93.93,2024-06-06,39.66,15
GRID_24.81_93.93,Imphal East Corridor,Manipur,24.81,93.93,2024-06-07,40.14,15
GRID_24.81_93.93,Imphal East Corridor,Manipur,24.81,93.93,2024-06-08,40.32,15
GRID_24.81_93.93,Imphal East Corridor,Manipur,24.81,93.93,2024-06-09,38.5,15
GRID_24.81_93.93,Imphal East Corridor,Manipur,24.81,93.93,2024-06-10,37.62,15
GRID_24.81_93.93,Imphal East Corridor,Manipur,24.81,93.93,2024-06-11,35.62,15
GRID_24.81_93.93,Imphal East Corridor,Manipur,24.81,93.93,2024-06-12,37.22,15
GRID_24.81_93.93,Imphal East Corridor,Manipur,24.81,93.93,2024-06-13,41.24,15
GRID_24.81_93.93,Imphal East Corridor,Manipur,24.81,93.93,2024-06-14,38.98,15
GRID_24.81_93.93,Imphal East Corridor,Manipur,24.81,93.93,2024-06-15,38.54,15
GRID_27.10_93.62,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,2024-06-01,48.4,15
GRID_27.10_93.62,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,2024-06-02,50.94,15
GRID_27.10_93.62,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,2024-06-03,50.72,15
GRID_27.10_93.62,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,2024-06-04,50.26,15
GRID_27.10_93.62,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,2024-06-05,49.54,15
GRID_27.10_93.62,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,2024-06-06,47.9,15
GRID_27.10_93.62,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,2024-06-07,46.96,15
GRID_27.10_93.62,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,2024-06-08,48.68,15
GRID_27.10_93.62,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,2024-06-09,49.42,15
GRID_27.10_93.62,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,2024-06-10,48.8,15
GRID_27.10_93.62,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,2024-06-11,48.24,15
GRID_27.10_93.62,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,2024-06-12,48.22,15
GRID_27.10_93.62,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,2024-06-13,49.56,15
GRID_27.10_93.62,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,2024-06-14,50.64,15
GRID_27.10_93.62,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,2024-06-15,50.44,15
GRID_27.58_91.86,Tawang High Corridor,Arunachal Pradesh,27.58,91.86,2024-06-01,39.42,15
GRID_27.58_91.86,Tawang High Corridor,Arunachal Pradesh,27.58,91.86,2024-06-02,39.08,15
GRID_27.58_91.86,Tawang High Corridor,Arunachal Pradesh,27.58,91.86,2024-06-03,39.86,15
GRID_27.58_91.86,Tawang High Corridor,Arunachal Pradesh,27.58,91.86,2024-06-04,39.36,15
GRID_27.58_91.86,Tawang High Corridor,Arunachal Pradesh,27.58,91.86,2024-06-05,38.7,15
GRID_27.58_91.86,Tawang High Corridor,Arunachal Pradesh,27.58,91.86,2024-06-06,38.32,15
GRID_27.58_91.86,Tawang High Corridor,Arunachal Pradesh,27.58,91.86,2024-06-07,37.64,15
GRID_27.58_91.86,Tawang High Corridor,Arunachal Pradesh,27.58,91.86,2024-06-08,37.4,15
GRID_27.58_91.86,Tawang High Corridor,Arunachal Pradesh,27.58,91.86,2024-06-09,36.98,15
GRID_27.58_91.86,Tawang High Corridor,Arunachal Pradesh,27.58,91.86,2024-06-10,36.64,15
GRID_27.58_91.86,Tawang High Corridor,Arunachal Pradesh,27.58,91.86,2024-06-11,36.14,15
GRID_27.58_91.86,Tawang High Corridor,Arunachal Pradesh,27.58,91.86,2024-06-12,35.94,15
GRID_27.58_91.86,Tawang High Corridor,Arunachal Pradesh,27.58,91.86,2024-06-13,35.8,15
GRID_27.58_91.86,Tawang High Corridor,Arunachal Pradesh,27.58,91.86,2024-06-14,36.48,15
GRID_27.58_91.86,Tawang High Corridor,Arunachal Pradesh,27.58,91.86,2024-06-15,37.38,15
GRID_23.83_91.28,West Tripura (Agartala),Tripura,23.83,91.28,2024-06-01,48.08,15
GRID_23.83_91.28,West Tripura (Agartala),Tripura,23.83,91.28,2024-06-02,46.84,15
GRID_23.83_91.28,West Tripura (Agartala),Tripura,23.83,91.28,2024-06-03,46.52,15
GRID_23.83_91.28,West Tripura (Agartala),Tripura,23.83,91.28,2024-06-04,45.8,15
GRID_23.83_91.28,West Tripura (Agartala),Tripura,23.83,91.28,2024-06-05,44.66,15
GRID_23.83_91.28,West Tripura (Agartala),Tripura,23.83,91.28,2024-06-06,44.94,15
GRID_23.83_91.28,West Tripura (Agartala),Tripura,23.83,91.28,2024-06-07,47.16,15
GRID_23.83_91.28,West Tripura (Agartala),Tripura,23.83,91.28,2024-06-08,47.22,15
GRID_23.83_91.28,West Tripura (Agartala),Tripura,23.83,91.28,2024-06-09,47.88,15
GRID_23.83_91.28,West Tripura (Agartala),Tripura,23.83,91.28,2024-06-10,49.36,15
GRID_23.83_91.28,West Tripura (Agartala),Tripura,23.83,91.28,2024-06-11,46.68,15
GRID_23.83_91.28,West Tripura (Agartala),Tripura,23.83,91.28,2024-06-12,45.84,15
GRID_23.83_91.28,West Tripura (Agartala),Tripura,23.83,91.28,2024-06-13,46.22,15
GRID_23.83_91.28,West Tripura (Agartala),Tripura,23.83,91.28,2024-06-14,48.56,15
GRID_23.83_91.28,West Tripura (Agartala),Tripura,23.83,91.28,2024-06-15,48.4,15
