station_id,location_name,state,latitude,longitude,date,rainfall_mm,cumulative_24h,cumulative_72h
STN_ME_CHER,Cherrapunji (Sohra),Meghalaya,25.27,91.73,2024-06-09,6.2,6.2,14.88
STN_ME_CHER,Cherrapunji (Sohra),Meghalaya,25.27,91.73,2024-06-10,5.1,5.1,12.24
STN_ME_CHER,Cherrapunji (Sohra),Meghalaya,25.27,91.73,2024-06-11,3.1,3.1,7.44
STN_ME_CHER,Cherrapunji (Sohra),Meghalaya,25.27,91.73,2024-06-12,7.0,7.0,16.8
STN_ME_CHER,Cherrapunji (Sohra),Meghalaya,25.27,91.73,2024-06-13,145.0,145.0,348.0
STN_ME_CHER,Cherrapunji (Sohra),Meghalaya,25.27,91.73,2024-06-14,17.6,17.6,42.24
STN_ME_CHER,Cherrapunji (Sohra),Meghalaya,25.27,91.73,2024-06-15,37.7,37.7,90.48
STN_SI_EAST,East Sikkim (Gangtok),Sikkim,27.33,88.61,2024-06-01,11.5,11.5,27.6
STN_SI_EAST,East Sikkim (Gangtok),Sikkim,27.33,88.61,2024-06-02,10.6,10.6,25.44
STN_SI_EAST,East Sikkim (Gangtok),Sikkim,27.33,88.61,2024-06-03,6.7,6.7,16.08
STN_SI_EAST,East Sikkim (Gangtok),Sikkim,27.33,88.61,2024-06-04,6.8,6.8,16.32
STN_SI_EAST,East Sikkim (Gangtok),Sikkim,27.33,88.61,2024-06-05,10.6,10.6,25.44
STN_SI_EAST,East Sikkim (Gangtok),Sikkim,27.33,88.61,2024-06-06,5.5,5.5,13.2
STN_SI_EAST,East Sikkim (Gangtok),Sikkim,27.33,88.61,2024-06-07,15.0,15.0,36.0
STN_SI_EAST,East Sikkim (Gangtok),Sikkim,27.33,88.61,2024-06-08,4.3,4.3,10.32
STN_SI_EAST,East Sikkim (Gangtok),Sikkim,27.33,88.61,2024-06-09,12.9,12.9,30.96
STN_SI_EAST,East Sikkim (Gangtok),Sikkim,27.33,88.61,2024-06-10,13.4,13.4,32.16
STN_SI_EAST,East Sikkim (Gangtok),Sikkim,27.33,88.61,2024-06-11,13.9,13.9,33.36
STN_SI_EAST,East Sikkim (Gangtok),Sikkim,27.33,88.61,2024-06-12,17.8,17.8,42.72
STN_SI_EAST,East Sikkim (Gangtok),Sikkim,27.33,88.61,2024-06-13,5.1,5.1,12.24
STN_SI_EAST,East Sikkim (Gangtok),Sikkim,27.33,88.61,2024-06-14,11.2,11.2,26.88
STN_SI_EAST,East Sikkim (Gangtok),Sikkim,27.33,88.61,2024-06-15,11.9,11.9,28.56
STN_SI_SING,Singtam Corridor,Sikkim,27.15,88.5,2024-06-01,12.2,12.2,29.28
STN_SI_SING,Singtam Corridor,Sikkim,27.15,88.5,2024-06-02,3.5,3.5,8.4
STN_SI_SING,Singtam Corridor,Sikkim,27.15,88.5,2024-06-03,4.5,4.5,10.8
STN_SI_SING,Singtam Corridor,Sikkim,27.15,88.5,2024-06-04,13.6,13.6,32.64
STN_SI_SING,Singtam Corridor,Sikkim,27.15,88.5,2024-06-05,8.1,8.1,19.44
STN_SI_SING,Singtam Corridor,Sikkim,27.15,88.5,2024-06-06,4.4,4.4,10.56
STN_SI_SING,Singtam Corridor,Sikkim,27.15,88.5,2024-06-07,14.3,14.3,34.32
STN_SI_SING,Singtam Corridor,Sikkim,27.15,88.5,2024-06-08,10.8,10.8,25.92
STN_SI_SING,Singtam Corridor,Sikkim,27.15,88.5,2024-06-09,5.7,5.7,13.68
STN_SI_SING,Singtam Corridor,Sikkim,27.15,88.5,2024-06-10,9.2,9.2,22.08
STN_SI_SING,Singtam Corridor,Sikkim,27.15,88.5,2024-06-11,30.6,30.6,73.44
STN_SI_SING,Singtam Corridor,Sikkim,27.15,88.5,2024-06-12,69.6,69.6,167.04
STN_SI_SING,Singtam Corridor,Sikkim,27.15,88.5,2024-06-13,47.0,47.0,112.8
STN_SI_SING,Singtam Corridor,Sikkim,27.15,88.5,2024-06-14,45.7,45.7,109.68
STN_SI_SING,Singtam Corridor,Sikkim,27.15,88.5,2024-06-15,14.9,14.9,35.76
STN_NA_KOHI,Kohima Ridge,Nagaland,25.67,94.11,2024-06-01,6.2,6.2,14.88
STN_NA_KOHI,Kohima Ridge,Nagaland,25.67,94.11,2024-06-02,2.7,2.7,6.48
STN_NA_KOHI,Kohima Ridge,Nagaland,25.67,94.11,2024-06-03,3.3,3.3,7.92
STN_NA_KOHI,Kohima Ridge,Nagaland,25.67,94.11,2024-06-04,9.4,9.4,22.56
STN_NA_KOHI,Kohima Ridge,Nagaland,25.67,94.11,2024-06-05,34.4,34.4,82.56
STN_NA_KOHI,Kohima Ridge,Nagaland,25.67,94.11,2024-06-06,1.6,1.6,3.84
STN_NA_KOHI,Kohima Ridge,Nagaland,25.67,94.11,2024-06-07,24.9,24.9,59.76
STN_NA_KOHI,Kohima Ridge,Nagaland,25.67,94.11,2024-06-08,9.4,9.4,22.56
STN_NA_KOHI,Kohima Ridge,Nagaland,25.67,94.11,2024-06-09,5.5,5.5,13.2
STN_NA_KOHI,Kohima Ridge,Nagaland,25.67,94.11,2024-06-10,35.0,35.0,84.0
STN_NA_KOHI,Kohima Ridge,Nagaland,25.67,94.11,2024-06-11,28.4,28.4,68.16
STN_NA_KOHI,Kohima Ridge,Nagaland,25.67,94.11,2024-06-12,37.1,37.1,89.04
STN_NA_KOHI,Kohima Ridge,Nagaland,25.67,94.11,2024-06-13,50.2,50.2,120.48
STN_NA_KOHI,Kohima Ridge,Nagaland,25.67,94.11,2024-06-14,9.2,9.2,22.08
STN_NA_KOHI,Kohima Ridge,Nagaland,25.67,94.11,2024-06-15,27.3,27.3,65.52
STN_MI_AIZA,Aizawl Slope,Mizoram,23.73,92.71,2024-06-01,7.1,7.1,17.04
STN_MI_AIZA,Aizawl Slope,Mizoram,23.73,92.71,2024-06-02,1.3,1.3,3.12
STN_MI_AIZA,Aizawl Slope,Mizoram,23.73,92.71,2024-06-03,6.9,6.9,16.56
STN_MI_AIZA,Aizawl Slope,Mizoram,23.73,92.71,2024-06-04,2.8,2.8,6.72
STN_MI_AIZA,Aizawl Slope,Mizoram,23.73,92.71,2024-06-05,0.0,0.0,0.0
STN_MI_AIZA,Aizawl Slope,Mizoram,23.73,92.71,2024-06-06,1.0,1.0,2.4
STN_MI_AIZA,Aizawl Slope,Mizoram,23.73,92.71,2024-06-07,5.0,5.0,12.0
STN_MI_AIZA,Aizawl Slope,Mizoram,23.73,92.71,2024-06-08,11.3,11.3,27.12
STN_MI_AIZA,Aizawl Slope,Mizoram,23.73,92.71,2024-06-09,0.6,0.6,1.44
STN_MI_AIZA,Aizawl Slope,Mizoram,23.73,92.71,2024-06-10,1.0,1.0,2.4
STN_MI_AIZA,Aizawl Slope,Mizoram,23.73,92.71,2024-06-11,2.0,2.0,4.8
STN_MI_AIZA,Aizawl Slope,Mizoram,23.73,92.71,2024-06-12,7.9,7.9,18.96
STN_MI_AIZA,Aizawl Slope,Mizoram,23.73,92.71,2024-06-13,8.3,8.3,19.92
STN_MI_AIZA,Aizawl Slope,Mizoram,23.73,92.71,2024-06-14,3.9,3.9,9.36
STN_MI_AIZA,Aizawl Slope,Mizoram,23.73,92.71,2024-06-15,4.8,4.8,11.52
STN_AS_DIMA,Dima Hasao (Haflong),Assam,25.16,93.01,2024-06-01,4.4,4.4,10.56
STN_AS_DIMA,Dima Hasao (Haflong),Assam,25.16,93.01,2024-06-02,1.0,1.0,2.4
STN_AS_DIMA,Dima Hasao (Haflong),Assam,25.16,93.01,2024-06-03,2.2,2.2,5.28
STN_AS_DIMA,Dima Hasao (Haflong),Assam,25.16,93.01,2024-06-04,6.1,6.1,14.64
STN_AS_DIMA,Dima Hasao (Haflong),Assam,25.16,93.01,2024-06-05,4.8,4.8,11.52
STN_AS_DIMA,Dima Hasao (Haflong),Assam,25.16,93.01,2024-06-06,0.0,0.0,0.0
STN_AS_DIMA,Dima Hasao (Haflong),Assam,25.16,93.01,2024-06-07,1.9,1.9,4.56
STN_AS_DIMA,Dima Hasao (Haflong),Assam,25.16,93.01,2024-06-08,3.2,3.2,7.68
STN_AS_DIMA,Dima Hasao (Haflong),Assam,25.16,93.01,2024-06-09,7.3,7.3,17.52
STN_AS_DIMA,Dima Hasao (Haflong),Assam,25.16,93.01,2024-06-10,0.9,0.9,2.16
STN_AS_DIMA,Dima Hasao (Haflong),Assam,25.16,93.01,2024-06-11,0.6,0.6,1.44
STN_AS_DIMA,Dima Hasao (Haflong),Assam,25.16,93.01,2024-06-12,49.4,49.4,118.56
STN_AS_DIMA,Dima Hasao (Haflong),Assam,25.16,93.01,2024-06-13,1.9,1.9,4.56
STN_AS_DIMA,Dima Hasao (Haflong),Assam,25.16,93.01,2024-06-14,0.1,0.1,0.24
STN_AS_DIMA,Dima Hasao (Haflong),Assam,25.16,93.01,2024-06-15,45.4,45.4,108.96
STN_AS_KAMR,Kamrup Metro (Guwahati),Assam,26.17,91.81,2024-06-01,4.6,4.6,11.04
STN_AS_KAMR,Kamrup Metro (Guwahati),Assam,26.17,91.81,2024-06-02,17.4,17.4,41.76
STN_AS_KAMR,Kamrup Metro (Guwahati),Assam,26.17,91.81,2024-06-03,13.5,13.5,32.4
STN_AS_KAMR,Kamrup Metro (Guwahati),Assam,26.17,91.81,2024-06-04,21.9,21.9,52.56
STN_AS_KAMR,Kamrup Metro (Guwahati),Assam,26.17,91.81,2024-06-05,10.6,10.6,25.44
STN_AS_KAMR,Kamrup Metro (Guwahati),Assam,26.17,91.81,2024-06-06,7.1,7.1,17.04
STN_AS_KAMR,Kamrup Metro (Guwahati),Assam,26.17,91.81,2024-06-07,0.0,0.0,0.0
STN_AS_KAMR,Kamrup Metro (Guwahati),Assam,26.17,91.81,2024-06-08,12.3,12.3,29.52
STN_AS_KAMR,Kamrup Metro (Guwahati),Assam,26.17,91.81,2024-06-09,7.8,7.8,18.72
STN_AS_KAMR,Kamrup Metro (Guwahati),Assam,26.17,91.81,2024-06-10,3.1,3.1,7.44
STN_AS_KAMR,Kamrup Metro (Guwahati),Assam,26.17,91.81,2024-06-11,5.3,5.3,12.72
STN_AS_KAMR,Kamrup Metro (Guwahati),Assam,26.17,91.81,2024-06-12,5.7,5.7,13.68
STN_AS_KAMR,Kamrup Metro (Guwahati),Assam,26.17,91.81,2024-06-13,23.1,23.1,55.44
STN_AS_KAMR,Kamrup Metro (Guwahati),Assam,26.17,91.81,2024-06-14,6.7,6.7,16.08
STN_AS_KAMR,Kamrup Metro (Guwahati),Assam,26.17,91.81,2024-06-15,86.4,86.4,207.36
STN_MA_IMPH,Imphal East Corridor,Manipur,24.81,93.93,2024-06-01,2.7,2.7,6.48
STN_MA_IMPH,Imphal East Corridor,Manipur,24.81,93.93,2024-06-02,0.6,0.6,1.44
STN_MA_IMPH,Imphal East Corridor,Manipur,24.81,93.93,2024-06-03,0.4,0.4,0.96
STN_MA_IMPH,Imphal East Corridor,Manipur,24.81,93.93,2024-06-04,6.1,6.1,14.64
STN_MA_IMPH,Imphal East Corridor,Manipur,24.81,93.93,2024-06-05,0.0,0.0,0.0
STN_MA_IMPH,Imphal East Corridor,Manipur,24.81,93.93,2024-06-06,0.0,0.0,0.0
STN_MA_IMPH,Imphal East Corridor,Manipur,24.81,93.93,2024-06-07,4.3,4.3,10.32
STN_MA_IMPH,Imphal East Corridor,Manipur,24.81,93.93,2024-06-08,0.2,0.2,0.48
STN_MA_IMPH,Imphal East Corridor,Manipur,24.81,93.93,2024-06-09,0.0,0.0,0.0
STN_MA_IMPH,Imphal East Corridor,Manipur,24.81,93.93,2024-06-10,0.1,0.1,0.24
STN_MA_IMPH,Imphal East Corridor,Manipur,24.81,93.93,2024-06-11,0.3,0.3,0.72
STN_MA_IMPH,Imphal East Corridor,Manipur,24.81,93.93,2024-06-12,19.0,19.0,45.6
STN_MA_IMPH,Imphal East Corridor,Manipur,24.81,93.93,2024-06-13,4.6,4.6,11.04
STN_MA_IMPH,Imphal East Corridor,Manipur,24.81,93.93,2024-06-14,0.3,0.3,0.72
STN_MA_IMPH,Imphal East Corridor,Manipur,24.81,93.93,2024-06-15,1.5,1.5,3.6
STN_AR_PAPU,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,2024-06-01,7.5,7.5,18.0
STN_AR_PAPU,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,2024-06-02,15.6,15.6,37.44
STN_AR_PAPU,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,2024-06-03,51.8,51.8,124.32
STN_AR_PAPU,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,2024-06-04,19.4,19.4,46.56
STN_AR_PAPU,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,2024-06-05,4.0,4.0,9.6
STN_AR_PAPU,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,2024-06-06,0.5,0.5,1.2
STN_AR_PAPU,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,2024-06-07,2.4,2.4,5.76
STN_AR_PAPU,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,2024-06-08,9.1,9.1,21.84
STN_AR_PAPU,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,2024-06-09,17.1,17.1,41.04
STN_AR_PAPU,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,2024-06-10,2.3,2.3,5.52
STN_AR_PAPU,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,2024-06-11,4.4,4.4,10.56
STN_AR_PAPU,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,2024-06-12,14.9,14.9,35.76
STN_AR_PAPU,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,2024-06-13,10.1,10.1,24.24
STN_AR_PAPU,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,2024-06-14,11.0,11.0,26.4
STN_AR_PAPU,Papum Pare (Itanagar),Arunachal Pradesh,27.1,93.62,2024-06-15,13.0,13.0,31.2
STN_AR_TAWA,Tawang High Corridor,Arunachal Pradesh,27.58,91.86,2024-06-01,1.4,1.4,3.36
STN_AR_TAWA,Tawang High Corridor,Arunachal Pradesh,27.58,91.86,2024-06-02,1.0,1.0,2.4
STN_AR_TAWA,Tawang High Corridor,Arunachal Pradesh,27.58,91.86,2024-06-03,6.7,6.7,16.08
STN_AR_TAWA,Tawang High Corridor,Arunachal Pradesh,27.58,91.86,2024-06-04,0.0,0.0,0.0
STN_AR_TAWA,Tawang High Corridor,Arunachal Pradesh,27.58,91.86,2024-06-05,2.7,2.7,6.48
STN_AR_TAWA,Tawang High Corridor,Arunachal Pradesh,27.58,91.86,2024-06-06,0.3,0.3,0.72
STN_AR_TAWA,Tawang High Corridor,Arunachal Pradesh,27.58,91.86,2024-06-07,1.7,1.7,4.08
STN_AR_TAWA,Tawang High Corridor,Arunachal Pradesh,27.58,91.86,2024-06-08,1.6,1.6,3.84
STN_AR_TAWA,Tawang High Corridor,Arunachal Pradesh,27.58,91.86,2024-06-09,0.7,0.7,1.68
STN_AR_TAWA,Tawang High Corridor,Arunachal Pradesh,27.58,91.86,2024-06-10,1.1,1.1,2.64
STN_AR_TAWA,Tawang High Corridor,Arunachal Pradesh,27.58,91.86,2024-06-11,0.9,0.9,2.16
STN_AR_TAWA,Tawang High Corridor,Arunachal Pradesh,27.58,91.86,2024-06-12,1.3,1.3,3.12
STN_AR_TAWA,Tawang High Corridor,Arunachal Pradesh,27.58,91.86,2024-06-13,2.0,2.0,4.8
STN_AR_TAWA,Tawang High Corridor,Arunachal Pradesh,27.58,91.86,2024-06-14,2.2,2.2,5.28
STN_AR_TAWA,Tawang High Corridor,Arunachal Pradesh,27.58,91.86,2024-06-15,1.9,1.9,4.56
STN_TR_WEST,West Tripura (Agartala),Tripura,23.83,91.28,2024-06-01,12.7,12.7,30.48
STN_TR_WEST,West Tripura (Agartala),Tripura,23.83,91.28,2024-06-02,7.5,7.5,18.0
STN_TR_WEST,West Tripura (Agartala),Tripura,23.83,91.28,2024-06-03,3.0,3.0,7.2
STN_TR_WEST,West Tripura (Agartala),Tripura,23.83,91.28,2024-06-04,2.3,2.3,5.52
STN_TR_WEST,West Tripura (Agartala),Tripura,23.83,91.28,2024-06-05,1.0,1.0,2.4
STN_TR_WEST,West Tripura (Agartala),Tripura,23.83,91.28,2024-06-06,2.6,2.6,6.24
STN_TR_WEST,West Tripura (Agartala),Tripura,23.83,91.28,2024-06-07,11.9,11.9,28.56
STN_TR_WEST,West Tripura (Agartala),Tripura,23.83,91.28,2024-06-08,13.0,13.0,31.2
STN_TR_WEST,West Tripura (Agartala),Tripura,23.83,91.28,2024-06-09,11.2,11.2,26.88
STN_TR_WEST,West Tripura (Agartala),Tripura,23.83,91.28,2024-06-10,20.0,20.0,48.0
STN_TR_WEST,West Tripura (Agartala),Tripura,23.83,91.28,2024-06-11,0.0,0.0,0.0
STN_TR_WEST,West Tripura (Agartala),Tripura,23.83,91.28,2024-06-12,4.1,4.1,9.84
STN_TR_WEST,West Tripura (Agartala),Tripura,23.83,91.28,2024-06-13,5.7,5.7,13.68
STN_TR_WEST,West Tripura (Agartala),Tripura,23.83,91.28,2024-06-14,3.0,3.0,7.2
STN_TR_WEST,West Tripura (Agartala),Tripura,23.83,91.28,2024-06-15,2.0,2.0,4.8
